Deal Type,Announce Date,Target Name,Acquirer Name,Announced Total Value (mil.),Deal Status,Target Industry Sector,Acquirer Industry Sector,Target Sales/Revenue/Turnover,Acquirer Sales/Revenue/Turnover,Target Total Assets,Acquirer Total Assets
"M&A",2013/10/14,"Stella Vista Technologies Ltd","Private Investor,OUT & About Marketing & Media Pty Ltd",0.68,"Completed","Technology","Communications",13.988,,18.728,
"M&A",2009/4/22,"Ho Hup Corp South Africa Pty Ltd","Private Investor",0.60,"Completed","Industrials","N.A.",,,,
"JV",2024/2/8,"West Africa Cargo Ltd","",1.27,"Completed","N.A.","Industrials, Industrials, Industrials",,,,
"AST",2004/4/6,"Meyers Motor Metal Work","Unnamed Buyer",0.42,"Completed","N.A.","N.A.",,,,
"M&A",1999/12/31,"Cyberknowledge","Private Investor",0.40,"Completed","Industrials","N.A.",,,,
"M&A",2003/8/15,"Zaptronix Ltd","Gandalf Trust",0.46,"Completed","Industrials","Financials",27.85,,25.019,
"M&A",2005/4/20,"Andulela Investment Holdings Ltd","Consortium",0.35,"Completed","Financials","N.A.",1539.39,,714.472,
"M&A",2003/10/2,"Corporate Warranty Administrators Pty Ltd","Innovation Group Ltd/The",0.37,"Completed","Communications","Technology",,3677.06,,6119.22
"M&A",2000/12/13,"Red Car Hire","Andulela Investment Holdings Ltd",0.40,"Completed","Consumer Discretionary","Financials",,1539.39,,714.472
"M&A",2013/7/23,"Emergent Properties Ltd","Sherbourne Capital Ltd",0.50,"Completed","Real Estate","Technology",,,10.4648,5.357
"INV",2000/4/7,"Thokoza Ltd","REF Finance and Investment Corp Ltd",0.34,"Completed","Technology","Financials",,2.831,,10.217
"M&A",2009/6/18,"Northern Electric Cape Proprietary Ltd","RACEC Group Ltd",0.38,"Completed","Industrials","Industrials",,355.192,,209.633
"M&A",2020/12/9,"African Cannabis Enterprises Pty Ltd","Labat Africa Ltd",0.69,"Completed","Consumer Staples","Energy",,199.4,,675.514
"M&A",1999/6/4,"Flagship Private Asset Management","Adrenna Property Group Ltd",0.28,"Completed","Real Estate, Financials","Real Estate",,27.793,,290.993
"M&A",2002/7/19,"Daewoo Electronics SA Ltd","Winiadaewoo Co Ltd",0.41,"Completed","Technology","Consumer Discretionary",149.544,,158.088,
"M&A",2023/3/16,"Buffalo Coal Corp","Belvedere Resources DMCC",0.74,"Completed","Materials","Financials",374.285,,174.401,
"M&A",2003/12/18,"Maxtec Ltd","C&MA Shelf 72 Pty Ltd",0.26,"Completed","Technology","Financials",64.198,,20.682,
"M&A",1999/5/1,"Graphic Mining Solutions International Ltd","Gijima Group Ltd",0.24,"Completed","Industrials","Communications",,1518.64,,777.542
"M&A",2001/12/18,"Furnex Stores Ltd Pty","Massmart Holdings Ltd",0.44,"Completed","Consumer Discretionary","Consumer Staples",,77621.6,,40144.7
"INV",2000/4/20,"KSNET Inc","General Electric Capital Corp,H&Q Asia Pacific Inc (Fund: Asia Pacific Growth Fund III LP),Lombard Investments Inc (Fund: Lombard/Pacific Partners LP)",0.24,"Completed","Industrials","Financials, Financials, Financials",,,,
"M&A",2003/2/14,"United Stations Pty Ltd","African Media Entertainment Ltd",0.30,"Completed","Communications","Communications",,359.747,,482.236
"M&A",1999/12/31,"Smarttrack Systems","Private Investor",0.21,"Completed","Technology","N.A.",,,,
"INV",2000/4/7,"Villa Italia Investments (Pty) Ltd","REF Finance and Investment Corp Ltd",0.20,"Completed","Consumer Discretionary","Financials",,2.831,,10.217
"M&A",2004/2/16,"Lyons Financial Solutions Holdings Ltd","Icarus Investment Corp",0.20,"Completed","Real Estate","Financials",12.038,,14.509,
"M&A",2019/7/18,"Cartrack Holdings Ltd","Karooooo Ltd",0.40,"Completed","Technology","Technology",1941.89,5479.12,1844.45,5794.14
"INV",1999/5/3,"SAIL Group Ltd","Osprey Securities Ltd",0.13,"Completed","Consumer Discretionary","N.A.",185.596,,,
"M&A",1999/6/9,"RMD Financial Services Ltd","Corvus Capital SA Holding Ltd",0.10,"Completed","N.A.","Financials",,,,0.25
"AST",2016/8/11,"Bergstan House,Matrix House,Nedbank Centre","Camden Bay Investments 44 Pty Ltd",0.20,"Completed","Real Estate, Real Estate, Real Estate","Financials",,,,
"INV",2022/1/27,"Vecteng SciTech Pty Ltd","Advanced Enzyme Technologies Ltd",0.22,"Completed","Consumer Staples","Health Care",,1465.74,,3311.61
"M&A",1999/6/25,"*mistake Bloq Staq SA Pty Ltd.","Nexttvest Holdings Ltd",0.09,"Completed","N.A.","Consumer Discretionary",,4.82,,19.445
"INV",2010/2/4,"Labat Africa Ltd","Aurora Empowerment Systems",0.11,"Completed","Technology","Financials",199.4,,675.514,
"M&A",2003/10/21,"Union Atlantic Minerals Ltd","Gandalf Trust",0.10,"Completed","Materials","Financials",,,40.1888,
"M&A",2025/5/2,"Endless Summer Technologies Pty Ltd","Johnson Outdoors Inc",0.22,"Completed","Consumer Discretionary","Consumer Discretionary",,10706.1,,10406.2
"INV",2022/1/13,"BUKA INVESTMENTS LTD","B&B Media",0.19,"Completed","Consumer Discretionary","Communications",19.004,,3.521,
"M&A",2007/9/11,"Chronic Solutions Co Pty Ltd","UTi Worldwide Inc",0.08,"Completed","Health Care","Industrials",,45590.6,,23008.8
"M&A",1999/10/6,"Teleflorist SA","CCN Holdings Ltd",0.06,"Completed","Consumer Discretionary","Industrials",,36.017,,
"INV",2006/9/28,"Anmic Pty Ltd","Carlton Resources PLC",0.07,"Completed","Materials","Materials",,,,4.09155
"INV",2008/7/11,"Village Main Reef Ltd","To The Point Growth Specialist Investments 2 Pty Ltd",0.06,"Completed","Materials","Financials",1480.08,,2326.38,
"M&A",2000/8/29,"Gateway Africa","Cullinan Holdings Ltd",0.05,"Completed","Consumer Discretionary","Consumer Discretionary",,1005.52,,1302.05
"M&A",1999/6/25,"Air Zone Holdings Ltd","Nexttvest Holdings Ltd",0.04,"Completed","N.A.","Consumer Discretionary",,4.82,,19.445
"M&A",2009/3/11,"Datadot Technology South Africa Proprietary Ltd","Management Buyout Group",0.05,"Completed","Technology","N.A.",,,,
"M&A",2019/9/18,"Laurus Generics SA Pty Ltd","Laurus Labs Ltd",0.07,"Completed","Health Care","Health Care",,13224.4,,18930.7
"INV",2004/10/21,"Metrofile Pty Ltd","Mineworkers Investment Co",0.03,"Completed","Industrials","Financials",,2540.4,,9932.2
"AST",2008/11/14,"On Tap Business","Hardware Warehouse Ltd",0.02,"Completed","N.A.","Materials",,420.774,,105.954
"M&A",2001/11/15,"Kyalami & Mitrajaya Civil Engineering Proprietary Ltd","Mitrajaya Holdings Bhd",0.02,"Completed","Industrials","Industrials",,3375.46,,4704.51
"AST",1999/6/25,"Mould Manufacturers Technologies Pty Ltd","Nexttvest Holdings Ltd",0.01,"Completed","N.A.","Consumer Discretionary",,4.82,,19.445
"AST",1999/6/25,"*mistake Bloq-Staq Group Project Finance Pty Ltd.","Nexttvest Holdings Ltd",0.01,"Completed","N.A.","Consumer Discretionary",,4.82,,19.445
"INV",2019/2/22,"Global Asset Management Ltd","UBI General Partner Pty Ltd",0.01,"Completed","Financials","Financials",3.29781,,477.319,
"AST",2023/5/3,"Steelpoortdrift Vanadium Project","Vanadium Resources Ltd",0.01,"Completed","Energy","Materials",,,,345
"M&A",2003/11/21,"Baneng Lesotho Ltd","Baneng Holdings BHD",0.00,"Completed","Consumer Discretionary","Consumer Discretionary",,279.507,,288.595
"M&A",2011/9/21,"IFCA Software Pty Ltd","Squirewood Investment 99 Pty Ltd",0.00,"Completed","Technology","Financials",,,,
"M&A",2016/9/23,"Lifes' Comfort Solutions Pty Ltd","Rystabelz Pty Ltd",0.00,"Completed","Consumer Discretionary","Financials",,,,
"M&A",2008/11/12,"Business Venture Investments No 1232 Pty Ltd","ApexHi Properties Ltd",0.00,"Completed","Financials","Real Estate",,,,
"INV",2023/3/31,"Tuin Huis Proprietary Ltd","Visual International Holdings Ltd",0.00,"Completed","Consumer Discretionary","Real Estate",,1.76903,,48.1365
"M&A",2026/3/23,"Skynamo Pty Ltd","Kerridge Commercial Systems KSH Ltd",N/A,"Completed","Technology","Technology",,573.432,,1376.75
"INV",2026/4/1,"Datatec PLC","Ray Allen Manufacturing LLC",N/A,"Completed","Financials","Consumer Discretionary",68747.7,,73901.9,
"M&A",2026/4/7,"Profica Pty Ltd","CBRE Group Inc",N/A,"Completed","Real Estate","Real Estate",,725011,,511536
"M&A",2026/4/7,"Response BPO South Africa Pty Ltd","Infomedia Group Inc",N/A,"Completed","Technology","Industrials",,,,
"M&A",2000/3/1,"Appliance City","Relyant Retail Ltd",N/A,"Completed","N.A.","Consumer Discretionary",,2061.18,,2347.61
"M&A",2000/3/24,"Progressive Systems College","Tigon Ltd",N/A,"Completed","N.A.","Financials",,634.179,,1372.43
"INV",2000/6/7,"Auto Carrier Transport Pty Ltd","Grindrod Ltd",N/A,"Completed","Industrials","Industrials",,5558.33,,16129.9
"M&A",2000/6/21,"Aircraft Operating Co Hldgs Pty Ltd","Fugro NV",N/A,"Completed","N.A.","Energy",,37307.8,,45651.6
"M&A",2000/6/21,"First Lifestyle Holdings Ltd","Ethos Private Equity Pty Ltd",N/A,"Completed","Consumer Staples","Financials",596.043,,,
"M&A",2000/7/5,"Hannover Reinsurance Group Africa Pty Ltd","Hannover Rueck SE",N/A,"Completed","Financials","Financials",,557590,,1.39075e+06
"AST",2000/7/5,"3 Walford Meadows subsids","Danzas Holding AG",N/A,"Completed","N.A.","Industrials",,,,
"INV",2000/7/6,"Macsteel Service Centers SA","Macsteel Holdings Pty Ltd/South Africa",N/A,"Completed","Materials","Industrials",,,,
"AST",2000/7/27,"Gabon oil fields JV","Hess Energy Exploration Ltd",N/A,"Completed","N.A.","Energy",,2281.13,,9046.67
"M&A",2000/7/28,"Prepayment metering systems","Schneider Electric SE",N/A,"Completed","N.A.","Industrials",,810565,,1.21526e+06
"M&A",2000/5/5,"Real Estate Agents and Land Trust Organisation Pty Ltd","Bauba Resources Ltd",N/A,"Completed","N.A.","Materials",,277.1,,545.089
"M&A",2000/5/8,"Brasant Enterprises PTY Ltd","Swedish Match AB",N/A,"Completed","N.A.","Consumer Staples",,,,35394.3
"M&A",2000/5/9,"Computer Networks","Labat Africa Ltd",N/A,"Completed","N.A.","Technology",,199.4,,675.514
"M&A",2000/5/13,"W&A Gilbey","UDV South Africa",N/A,"Completed","N.A.","N.A.",,,,
"INV",2000/5/15,"Reclamation Group Pty Ltd","Brait PLC",N/A,"Completed","Industrials","Financials",,1796,,15445
"AST",2000/5/18,"Mergegro Operations Pty Ltd","Credcor Ltd",N/A,"Completed","N.A.","Financials",,192.507,,447.458
"M&A",2000/5/18,"FBC Fidelity Bank","Nedbank Group Ltd",N/A,"Completed","N.A.","Financials",,164033,,1.55863e+06
"M&A",2000/5/24,"Sappi Novobord","Sonae Industria SGPS SA/Old",N/A,"Completed","N.A.","Materials",,12640,,12614.9
"M&A",2000/5/30,"Telecape","Fortune Management Inc",N/A,"Completed","N.A.","Financials",,,,3.52164
"M&A",2000/5/31,"Legae Securities Pty Ltd","Women Investment Portfolio Holdings Ltd",N/A,"Completed","Financials","Financials",,81.201,,666.271
"AST",2000/2/2,"NIB Property Fund Managers Pty Ltd","Coronation Holdings Ltd",N/A,"Completed","N.A.","Financials",,1383,,7026
"M&A",2000/2/16,"Dial-A-Bed","Renaissance Retail Group Ltd",N/A,"Completed","Consumer Discretionary","Consumer Discretionary",,292.065,,
"M&A",2000/2/23,"Alliance Peroxide","Degussa-Huels AG",N/A,"Completed","N.A.","Materials",,103441,,60083.9
"M&A",1999/11/1,"Aqua Laboratories in Durban","Chemical Services Ltd",N/A,"Completed","N.A.","Materials",,,,
"AST",1999/11/17,"Afinta Motor Corp Pty Ltd","Chancellor Corp/Mass",N/A,"Completed","N.A.","Financials",,,,
"M&A",1999/11/29,"Amdahl South Africa","Computer Configurations Holdings Ltd",N/A,"Completed","N.A.","Technology",,421.545,,
"INV",1999/7/16,"Pentow Marine","Smit Internationale NV",N/A,"Completed","N.A.","Industrials",,,,
"M&A",1999/7/23,"National Bank of Commerce Ltd","Absa Group Ltd",N/A,"Completed","Financials","Financials",4363.75,207703,35993.6,2.23948e+06
"M&A",1999/10/1,"Nestrans Group","Imperial Logistics Ltd",N/A,"Completed","N.A.","Consumer Discretionary",,52208,,30329
"M&A",1999/10/1,"Custom Colour Ltd","Chemical Services Ltd",N/A,"Completed","N.A.","Materials",,,,
"M&A",1999/10/1,"Masterbatch CC","Chemical Services Ltd",N/A,"Completed","N.A.","Materials",,,,
"M&A",1999/10/4,"Medicines Control Consultants Pty Ltd","Quintiles Transnational Corp",N/A,"Completed","N.A.","Health Care",,,,
"AST",1999/10/6,"Debtpack Pty","PricewaterhouseCoopers LLP",N/A,"Completed","N.A.","Industrials",,,,31366.7
"M&A",1999/10/6,"Leonard Dingler Pty Ltd","Swedish Match AB",N/A,"Completed","Consumer Staples","Consumer Staples",,,,35394.3
"M&A",1999/10/7,"Software Express CC","iOCO Ltd",N/A,"Completed","N.A.","Technology",,5583.22,,2798.11
"M&A",1999/10/7,"Vebus CC","iOCO Ltd",N/A,"Completed","N.A.","Technology",,5583.22,,2798.11
"AST",1999/10/20,"Assets of Multifruit International Pty Ltd","Ashwood Group",N/A,"Completed","N.A.","N.A.",,,,
"M&A",1999/10/21,"Tanco Properties Sdn Bhd","Tanco Holdings Bhd",N/A,"Completed","Unclassifiable","Real Estate",,530.352,,2173.21
"M&A",1999/10/28,"Edward Nathan & Friedland Inc","Nedbank Group Ltd",N/A,"Completed","Industrials","Financials",,164033,,1.55863e+06
"INV",2000/1/26,"Cotton King","Tigon Ltd",N/A,"Completed","N.A.","Financials",,634.179,,1372.43
"M&A",2000/1/31,"Geodass","Fugro NV",N/A,"Completed","N.A.","Energy",,37307.8,,45651.6
"M&A",2000/4/3,"Intramed Pty Ltd","Fresenius SE & Co KGaA",N/A,"Completed","N.A.","Health Care",,461747,,804839
"INV",2000/4/13,"Computer Configurations Holdings Ltd","Brait PLC",N/A,"Completed","Technology","Financials",421.545,1796,,15445
"M&A",2000/4/21,"Rent A Bakkie","Value Group Ltd",N/A,"Completed","N.A.","Industrials",,2939.77,,2478.46
"M&A",1999/6/17,"Datalec Networks SA","Comparex Holdings Ltd",N/A,"Completed","N.A.","Technology",,2749.53,,3123.14
"M&A",1999/6/17,"Telemation Verwaltungs AG","Comparex Holdings Ltd",N/A,"Completed","N.A.","Technology",,2749.53,,3123.14
"M&A",1999/6/17,"Comtech NV/SA","Comparex Holdings Ltd",N/A,"Completed","N.A.","Technology",,2749.53,,3123.14
"M&A",1999/6/17,"AMI/South Africa","Bollore/Old",N/A,"Completed","N.A.","Industrials",,88374.1,,84374.5
"M&A",1999/6/21,"Just Tiles","Iliad Africa Ltd",N/A,"Completed","Consumer Discretionary","Consumer Discretionary",,4365.45,,1640.62
"M&A",1999/5/5,"Aim Business Solutions Ltd","Aquila Growth Ltd",N/A,"Completed","N.A.","Financials",,53.592,,267.461
"M&A",1999/5/15,"Iganic Pty Ltd","Silverbridge Holdings Ltd",N/A,"Completed","N.A.","Technology",,105.929,,69.447
"INV",1999/5/19,"Enviroserv Holdings Ltd","Zader Investment Group",N/A,"Completed","Industrials","N.A.",,,,
"M&A",1999/5/20,"CG Smith Foods Ltd","CG Smith Ltd",N/A,"Completed","Financials","Financials",23554.2,30841,14336.5,20464.3
"M&A",1999/5/26,"QMuzik Pty Ltd","Denel SOC Ltd",N/A,"Completed","Technology","Industrials",,2729,,8525
"M&A",1999/3/8,"General Controls Systems","Blick PLC",N/A,"Completed","N.A.","Financials",,915.614,,806.628
"AST",1999/3/20,"pharmaceutical business","Aspen Pharmacare Holdings Ltd",N/A,"Completed","N.A.","Health Care",,43363,,135893
"M&A",1999/4/12,"Medlab Pty Ltd","Quintiles Transnational Corp",N/A,"Completed","Health Care","Health Care",,,,
"M&A",1999/4/12,"Niehaus & Botha","Quintiles Transnational Corp",N/A,"Completed","N.A.","Health Care",,,,
"M&A",1999/4/16,"Elite Group Ltd","Thuthukani Group Ltd",N/A,"Completed","N.A.","Financials",,,,
"AST",1999/4/20,"Telephone Manufacturers of South Africa Pty Ltd","General Electric Co",N/A,"Completed","N.A.","Industrials",,819862,,2.1565e+06
"AST",1999/4/29,"Kaizer Chiefs","Old Primedia Ltd",N/A,"Completed","N.A.","Communications",,,,
"M&A",1999/1/12,"*MISTAKE(Cedef Assets Ltd)","*Mistake (Decillion Ltd",N/A,"Completed","N.A.","N.A.",,,,
"AST",1999/1/18,"Transglobe Holdings Ltd","Wananchi Investment Corp Pty Ltd",N/A,"Completed","N.A.","N.A.",,,,
"INV",1999/1/18,"Credit Underwriting Agency Ltd","Cie Francaise d'Assurance pour le Commerce Exterieur SA",N/A,"Completed","Financials","Financials",,7916.41,,14921.1
"M&A",1999/1/19,"King Finance Corp Ltd","African Phoenix Investments Ltd",N/A,"Completed","N.A.","Financials",,102.993,,1400.32
"M&A",1999/1/19,"Alternative Finance Ltd","African Phoenix Investments Ltd",N/A,"Completed","Industrials","Financials",,102.993,,1400.32
"M&A",1999/2/19,"Viva Fruit CC","Intertrading Ltd",N/A,"Completed","N.A.","Consumer Staples",,,,
"M&A",1999/2/19,"Agrilink Ltd","Intertrading Ltd",N/A,"Completed","N.A.","Consumer Staples",,,,
"M&A",2019/6/3,"SOLA Future Energy","Aurora Power Solutions",N/A,"Completed","Energy","Energy",,,,
"M&A",2019/6/7,"Sibanye Bus Services Pty Ltd","Frontier Transport Holdings Lt",N/A,"Completed","Industrials","Industrials",,2840.97,,3333.33
"M&A",2019/6/21,"Africa Counsel GmbH","Centurion Law Group Pty Ltd",N/A,"Completed","Energy","Industrials",,,,
"AST",2019/5/2,"Phish5","Elevate Security Inc",N/A,"Completed","Technology","Technology",,,,
"INV",2019/5/13,"Pansmart Pty Ltd","Huge Group Ltd",N/A,"Completed","Technology","Communications",,28.651,,1973.43
"INV",2019/5/13,"Kalahari Key Mineral Exploration Pty Ltd","Power Metal Resources PLC",N/A,"Completed","Materials","Materials",,1.791,,616.202
"AST",2019/5/17,"Emerald Resort and Casino/South Africa","Mineworkers Investment Co",N/A,"Completed","Consumer Discretionary","Financials",,2540.4,,9932.2
"INV",2019/5/21,"Neosho Trading 86 Pty Ltd","Salungano Group Ltd",N/A,"Completed","Financials","Materials",,4467.76,,3437.53
"M&A",2019/5/22,"Swan Electrical Distributors Pty Ltd","Mobicon Group Ltd",N/A,"Completed","Industrials","Technology",,602.938,,590.535
"AST",2019/5/24,"Offshore exploration blocks/Anadarko Petroleum Corp","Shell PLC",N/A,"Completed","Energy","Energy",,4.77177e+06,,6.13557e+06
"INV",2019/5/28,"Travelstart Online Travel Operations Pty Ltd","HarbourVest Partners LLC",N/A,"Completed","Communications","Financials",,,,
"M&A",2019/5/28,"Sureswipe Pty Ltd","Private Investor,Apis Partners LLP (Fund: Apis Growth Fund I LP),Crossfin Technology Holdings",N/A,"Completed","Technology","Financials, Financials",,,,
"AST",2019/5/29,"Portfolio of 8 residential units/South Africa","Cecilo Investments",N/A,"Completed","Real Estate","Financials",,,,
"M&A",2019/9/4,"Tutuka Software Pty Ltd","Apis Partners LLP",N/A,"Completed","Industrials","Financials",,,,
"M&A",2019/9/4,"STANLIB Investment Management Services Pty Ltd","Unnamed Buyer,Vunani Ltd",N/A,"Completed","Financials","Financials",,,,
"INV",2019/9/11,"Sunedison Renewable Energy Holding Pty Ltd","Unnamed Buyer",N/A,"Completed","Utilities","N.A.",,,,
"AST",2019/9/12,"Blitz Fibre network assets & clients","Vox Telecom Ltd",N/A,"Completed","Communications","Communications",,,,
"M&A",2019/9/17,"United Metropolitan Nigeria Life Insurance Ltd","Verod Capital Management",N/A,"Completed","Financials","Financials",,,,
"AST",2019/4/2,"Latin American businesses/Old Mutual Ltd","China Minsheng Investment Group Corp Ltd",N/A,"Completed","Real Estate","Financials",,56394.3,,582900
"INV",2019/4/8,"AFGRI Grain Silo Co Pty Ltd","Women Investment Portfolio Holdings Ltd,Land & Agricultural Development Bank of South Africa,STANLIB Asset Management Pty Ltd (Fund: STANLIB Infrastructure Fund)",N/A,"Completed","Consumer Staples","Financials, Financials, Government",,,,
"AST",2019/4/14,"OLX Philippines","Carousell Pte Ltd",N/A,"Completed","Financials","Consumer Discretionary",,,,
"M&A",2019/4/16,"Blackett Walker Ltd","Sanlam Ltd",N/A,"Completed","Financials","Financials",,237116,,1.2957e+06
"M&A",2019/4/17,"QED Actuaries & Consultants Pty Ltd","African Rainbow Capital Investments Ltd",N/A,"Completed","Industrials","Financials",,2557,,21129
"M&A",2019/4/23,"Mulderbosch","Third Leaf Partners GP LP",N/A,"Completed","Consumer Staples","Consumer Staples",,,,
"M&A",2019/4/29,"Cadiz Corporate Solutions Pty Ltd","Mergence Renewable Energy Debt Fund",N/A,"Completed","Financials","Financials",,,,
"M&A",2019/3/4,"FibreCo Telecommunications Pty Ltd","Seacom Ltd",N/A,"Completed","Communications","Communications",,,,
